"No.","Time","Source","Destination","Protocol","Length","Info"
"51","53.207094065","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=145 Ack=3866 Win=4389 Len=0 TSval=3660997186 TSecr=2509268833"
"52","53.477521400","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","181","Application Data"
"53","53.566705929","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=3866 Ack=238 Win=1649 Len=0 TSval=2509269253 TSecr=3660997456"
"65","56.888001820","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","158","Application Data"
"66","56.986598632","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=3866 Ack=308 Win=1649 Len=0 TSval=2509272673 TSecr=3661000867"
"67","57.055901752","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","160","Application Data"
"68","57.098986799","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=308 Ack=3938 Win=4404 Len=0 TSval=3661001078 TSecr=2509272754"
"69","58.101180067","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","181","Application Data"
"70","58.101218744","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=308 Ack=4031 Win=4404 Len=0 TSval=3661002080 TSecr=2509273755"
"71","58.106955746","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","180","Application Data"
"72","58.184365071","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=4031 Ack=400 Win=1649 Len=0 TSval=2509273882 TSecr=3661002086"
"73","63.407080729","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","1688","Application Data"
"74","63.492214808","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=4031 Ack=2000 Win=1661 Len=0 TSval=2509279189 TSecr=3661007386"
"75","63.571760739","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","152","Application Data"
"76","63.614885410","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=2000 Ack=4095 Win=4404 Len=0 TSval=3661007594 TSecr=2509279269"
"87","70.276730427","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","193","Application Data"
"88","70.276778485","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=2000 Ack=4200 Win=4404 Len=0 TSval=3661014256 TSecr=2509285975"
"89","70.281663441","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","168","Application Data"
"91","70.360192372","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=4200 Ack=2080 Win=1661 Len=0 TSval=2509286059 TSecr=3661014260"
"92","70.455966591","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","470","Application Data"
"93","70.498807093","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=2080 Ack=4582 Win=4404 Len=0 TSval=3661014478 TSecr=2509286154"
"96","70.823857539","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","187","Application Data"
"97","70.901525168","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=4582 Ack=2179 Win=1661 Len=0 TSval=2509286600 TSecr=3661014803"
"105","74.382955279","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","665","Application Data"
"106","74.382994846","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=2179 Ack=5159 Win=4404 Len=0 TSval=3661018362 TSecr=2509289911"
"107","74.383023371","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","240","Application Data"
"108","74.383030732","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=2179 Ack=5311 Win=4403 Len=0 TSval=3661018362 TSecr=2509289920"
"109","74.424339429","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","240","[TCP Spurious Retransmission] 443  >  39412 [PSH, ACK] Seq=5159 Ack=2179 Win=1661 Len=152 TSval=2509290123 TSecr=3661014803"
"110","74.424365956","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","100","[TCP Window Update] 39412  >  443 [ACK] Seq=2179 Ack=5311 Win=4404 Len=0 TSval=3661018403 TSecr=2509290123 SLE=5159 SRE=5311"
"111","74.463631335","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","162","Application Data"
"112","74.540788252","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=5311 Ack=2253 Win=1661 Len=0 TSval=2509290239 TSecr=3661018442"
"113","74.822004528","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","163","Application Data"
"114","74.899430729","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=5311 Ack=2328 Win=1661 Len=0 TSval=2509290598 TSecr=3661018801"
"118","78.376332320","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","665","Application Data"
"119","78.376369223","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=2328 Ack=5888 Win=4404 Len=0 TSval=3661022355 TSecr=2509293997"
"120","78.675591953","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","163","Application Data"
"121","78.758483255","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=5888 Ack=2403 Win=1661 Len=0 TSval=2509294457 TSecr=3661022654"
"123","81.095071566","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","158","Application Data"
"124","81.174602615","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=5888 Ack=2473 Win=1661 Len=0 TSval=2509296872 TSecr=3661025074"
"125","81.345969362","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","160","Application Data"
"126","81.346007438","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=2473 Ack=5960 Win=4404 Len=0 TSval=3661025325 TSecr=2509296952"
"127","83.291861565","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","633","Application Data"
"128","83.291898988","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=2473 Ack=6505 Win=4404 Len=0 TSval=3661027271 TSecr=2509298904"
"129","83.662581548","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","163","Application Data"
"130","83.741523179","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=6505 Ack=2548 Win=1661 Len=0 TSval=2509299440 TSecr=3661027641"
"138","89.747754514","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","357","Application Data"
"139","89.747795731","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=2548 Ack=6774 Win=4404 Len=0 TSval=3661033727 TSecr=2509305360"
"140","89.927676295","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","187","Application Data"
"141","90.010388178","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=6774 Ack=2647 Win=1661 Len=0 TSval=2509305708 TSecr=3661033906"
"158","96.818914445","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","158","Application Data"
"159","96.899271240","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=6774 Ack=2717 Win=1661 Len=0 TSval=2509312597 TSecr=3661040798"
"160","96.979408339","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","160","Application Data"
"161","96.979442286","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=2717 Ack=6846 Win=4404 Len=0 TSval=3661040958 TSecr=2509312677"
"170","105.308304494","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","183","Application Data"
"171","105.308352889","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=2717 Ack=6941 Win=4404 Len=0 TSval=3661049287 TSecr=2509320986"
"172","105.313553039","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","182","Application Data"
"173","105.394443700","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=6941 Ack=2811 Win=1661 Len=0 TSval=2509321092 TSecr=3661049292"
"174","109.301613301","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","232","Application Data"
"175","109.304870801","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","167","Application Data"
"176","109.379232599","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=7085 Ack=2890 Win=1661 Len=0 TSval=2509325078 TSecr=3661053284"
"179","112.169230132","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","368","Application Data"
"180","112.210815556","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=2890 Ack=7365 Win=4404 Len=0 TSval=3661056190 TSecr=2509327767"
"181","112.258468261","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","168","Application Data"
"182","112.258497279","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=2890 Ack=7445 Win=4404 Len=0 TSval=3661056237 TSecr=2509327956"
"183","112.261489384","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","166","Application Data"
"184","112.348978619","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=7445 Ack=2968 Win=1661 Len=0 TSval=2509328046 TSecr=3661056240"
"185","112.420818822","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","167","Application Data"
"186","112.424727558","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","165","Application Data"
"187","112.509804438","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=7524 Ack=3045 Win=1661 Len=0 TSval=2509328200 TSecr=3661056403"
"188","112.523251050","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","177","Application Data"
"189","112.628950924","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=7524 Ack=3134 Win=1661 Len=0 TSval=2509328327 TSecr=3661056502"
"200","126.594833659","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","158","Application Data"
"201","126.675184601","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=7524 Ack=3204 Win=1661 Len=0 TSval=2509342372 TSecr=3661070574"
"202","126.755204211","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","160","Application Data"
"203","126.798970961","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=3204 Ack=7596 Win=4404 Len=0 TSval=3661070778 TSecr=2509342453"
"204","127.328964117","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","170","Application Data"
"205","127.329002523","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=3204 Ack=7678 Win=4404 Len=0 TSval=3661071308 TSecr=2509342952"
"206","127.332748879","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","168","Application Data"
"207","127.411625916","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=7678 Ack=3284 Win=1661 Len=0 TSval=2509343110 TSecr=3661071311"
"211","135.311919490","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","649","Application Data"
"212","135.354823576","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=3284 Ack=8239 Win=4404 Len=0 TSval=3661079334 TSecr=2509350916"
"213","135.556377483","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","163","Application Data"
"214","135.635761338","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=8239 Ack=3359 Win=1661 Len=0 TSval=2509351333 TSecr=3661079535"
"224","150.672613321","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","1468","443  >  39412 [ACK] Seq=8239 Ack=3359 Win=1661 Len=1380 TSval=2509366308 TSecr=3661079535 [TCP segment of a reassembled PDU]"
"225","150.672651163","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=3359 Ack=9619 Win=4404 Len=0 TSval=3661094651 TSecr=2509366308"
"226","150.672710991","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","221","Application Data"
"227","150.672711064","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","1429","Application Data"
"228","150.672721352","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=3359 Ack=9752 Win=4403 Len=0 TSval=3661094651 TSecr=2509366308"
"229","150.672728809","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=3359 Ack=11093 Win=4393 Len=0 TSval=3661094651 TSecr=2509366309"
"230","150.902001082","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","184","Application Data"
"231","151.218868432","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","184","[TCP Retransmission] 39412  >  443 [PSH, ACK] Seq=3359 Ack=11093 Win=4404 Len=96 TSval=3661095198 TSecr=2509366309"
"232","151.388196213","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=11093 Ack=3455 Win=1661 Len=0 TSval=2509367043 TSecr=3661094881"
"233","151.798970302","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","[TCP Dup ACK 232#1] 443  >  39412 [ACK] Seq=11093 Ack=3455 Win=1661 Len=0 TSval=2509367407 TSecr=3661095198"
"234","152.443665336","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","158","Application Data"
"235","152.946927593","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","158","[TCP Retransmission] 39412  >  443 [PSH, ACK] Seq=3455 Ack=11093 Win=4404 Len=70 TSval=3661096926 TSecr=2509367407"
"236","153.051162954","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=11093 Ack=3525 Win=1661 Len=0 TSval=2509368746 TSecr=3661096422"
"237","153.128775006","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","160","Application Data"
"238","153.128797538","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=3525 Ack=11165 Win=4404 Len=0 TSval=3661097108 TSecr=2509368826"
"239","153.437479595","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","[TCP Dup ACK 236#1] 443  >  39412 [ACK] Seq=11165 Ack=3525 Win=1661 Len=0 TSval=2509369108 TSecr=3661097108"
"243","161.936196824","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","602","Application Data"
"244","161.936237353","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=3525 Ack=11679 Win=4404 Len=0 TSval=3661105915 TSecr=2509377592"
"245","162.170537436","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","187","Application Data"
"246","162.755825497","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=11679 Ack=3624 Win=1661 Len=0 TSval=2509378343 TSecr=3661106149"
"251","174.941070332","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","158","Application Data"
"252","174.941111117","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=3624 Ack=11749 Win=4404 Len=0 TSval=3661118920 TSecr=2509390549"
"253","180.062199639","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","1468","443  >  39412 [ACK] Seq=11749 Ack=3624 Win=1661 Len=1380 TSval=2509395669 TSecr=3661118920 [TCP segment of a reassembled PDU]"
"254","180.062237606","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=3624 Ack=13129 Win=4404 Len=0 TSval=3661124041 TSecr=2509395669"
"255","180.062393875","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","221","Application Data"
"256","180.062404605","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=3624 Ack=13262 Win=4403 Len=0 TSval=3661124041 TSecr=2509395669"
"257","180.065875360","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","2848","Application Data"
"258","180.065875647","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","481","Application Data"
"259","180.065911488","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=3624 Ack=16022 Win=4388 Len=0 TSval=3661124045 TSecr=2509395671"
"260","180.065934618","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=3624 Ack=16415 Win=4385 Len=0 TSval=3661124045 TSecr=2509395672"
"263","180.240021660","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","181","Application Data"
"265","180.325075065","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=16415 Ack=3717 Win=1661 Len=0 TSval=2509396023 TSecr=3661124219"
"266","180.716102082","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","158","Application Data"
"267","180.797060400","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=16415 Ack=3787 Win=1661 Len=0 TSval=2509396494 TSecr=3661124695"
