"No.","Time","Source","Destination","Protocol","Length","Info"
"19","4.092994326","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","140","Application Data"
"20","4.093002004","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=163 Ack=1598 Win=4404 Len=0 TSval=3661680179 TSecr=2509951843"
"22","5.148479082","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","182","Application Data"
"23","5.226249209","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=1598 Ack=257 Win=1703 Len=0 TSval=2509953031 TSecr=3661681234"
"25","16.790076055","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","886","Application Data"
"26","16.790107532","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=257 Ack=2396 Win=4404 Len=0 TSval=3661692876 TSecr=2509964536"
"29","16.978359295","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","163","Application Data"
"34","17.026367428","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","902","Application Data"
"35","17.026391926","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=332 Ack=3210 Win=4404 Len=0 TSval=3661693112 TSecr=2509964833"
"41","17.053342728","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","96","48564  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=3661693139 TSecr=0 WS=128"
"42","17.066847000","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=3210 Ack=332 Win=1703 Len=0 TSval=2509964874 TSecr=3661693064"
"43","17.070427850","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","181","Application Data"
"45","17.129394800","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","96","443  >  48564 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1392 SACK_PERM=1 TSval=131248466 TSecr=3661693139 WS=256"
"46","17.129440232","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=3661693215 TSecr=131248466"
"47","17.130356564","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.3","782","Client Hello"
"48","17.172199568","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=3210 Ack=425 Win=1703 Len=0 TSval=2509964954 TSecr=3661693156"
"49","17.172856058","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","1081","Application Data"
"50","17.172877694","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=425 Ack=4203 Win=4404 Len=0 TSval=3661693258 TSecr=2509964978"
"51","17.190441960","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","181","Application Data"
"52","17.220311824","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  48564 [ACK] Seq=1 Ack=695 Win=67072 Len=0 TSval=131248558 TSecr=3661693216"
"53","17.221471962","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","253","Server Hello, Application Data"
"54","17.221496005","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=695 Ack=166 Win=64768 Len=0 TSval=3661693307 TSecr=131248558"
"55","17.221838749","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.3","94","Change Cipher Spec"
"56","17.221969130","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.3","146","Application Data"
"57","17.223426103","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.3","730","Application Data"
"58","17.296682035","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  48564 [ACK] Seq=166 Ack=759 Win=67072 Len=0 TSval=131248634 TSecr=3661693307"
"59","17.297116536","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","257","Application Data"
"60","17.307459345","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=4203 Ack=518 Win=1703 Len=0 TSval=2509965114 TSecr=3661693276"
"61","17.325720210","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.2","902","Application Data"
"62","17.339993441","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=335 Win=64640 Len=0 TSval=3661693426 TSecr=131248634"
"63","17.343911108","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  48564 [ACK] Seq=335 Ack=1401 Win=68352 Len=0 TSval=131248682 TSecr=3661693309"
"64","17.368042486","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","39412  >  443 [ACK] Seq=518 Ack=5017 Win=4404 Len=0 TSval=3661693454 TSecr=2509965132"
"65","17.460417151","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","181","Application Data"
"66","17.484902714","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","1468","443  >  48564 [ACK] Seq=335 Ack=1401 Win=68352 Len=1380 TSval=131248822 TSecr=3661693426 [TCP segment of a reassembled PDU]"
"67","17.484926508","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=1715 Win=63360 Len=0 TSval=3661693570 TSecr=131248822"
"68","17.485687044","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"69","17.485693573","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=3095 Win=63104 Len=0 TSval=3661693571 TSecr=131248822"
"70","17.486413741","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","351","Application Data"
"71","17.486413781","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","1468","443  >  48564 [ACK] Seq=3358 Ack=1401 Win=68352 Len=1380 TSval=131248823 TSecr=3661693426 [TCP segment of a reassembled PDU]"
"72","17.486419400","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=3358 Win=63104 Len=0 TSval=3661693572 TSecr=131248822"
"73","17.486426573","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=4738 Win=61824 Len=0 TSval=3661693572 TSecr=131248823"
"74","17.487168025","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"75","17.487172206","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=6118 Win=63104 Len=0 TSval=3661693573 TSecr=131248823"
"76","17.489360516","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"77","17.489368927","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=7498 Win=63104 Len=0 TSval=3661693575 TSecr=131248823"
"78","17.490518844","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"79","17.490518878","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","2848","Application Data, Application Data"
"80","17.490524702","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=8878 Win=63104 Len=0 TSval=3661693576 TSecr=131248823"
"81","17.490532634","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=11638 Win=60416 Len=0 TSval=3661693576 TSecr=131248823"
"82","17.491725170","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"83","17.491730448","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=13018 Win=63104 Len=0 TSval=3661693577 TSecr=131248829"
"84","17.492421391","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"85","17.492434565","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=14398 Win=63104 Len=0 TSval=3661693578 TSecr=131248829"
"86","17.498135596","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"87","17.498169244","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=15778 Win=63104 Len=0 TSval=3661693584 TSecr=131248835"
"88","17.540219262","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","443  >  39412 [ACK] Seq=5017 Ack=611 Win=1703 Len=0 TSval=2509965346 TSecr=3661693546"
"89","17.559982777","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"90","17.560430037","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","1468","443  >  48564 [PSH, ACK] Seq=17158 Ack=1401 Win=68352 Len=1380 TSval=131248897 TSecr=3661693570 [TCP segment of a reassembled PDU]"
"91","17.560442941","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=18538 Win=63104 Len=0 TSval=3661693646 TSecr=131248897"
"92","17.565903772","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"93","17.566371497","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"94","17.566379294","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=21298 Win=63104 Len=0 TSval=3661693652 TSecr=131248903"
"95","17.569132075","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"96","17.569610286","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"97","17.569622814","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=24058 Win=63104 Len=0 TSval=3661693655 TSecr=131248906"
"98","17.575937991","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"99","17.576028754","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"100","17.576508701","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=26818 Win=61056 Len=0 TSval=3661693662 TSecr=131248913"
"101","17.581878559","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"102","17.582465176","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"103","17.582495221","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=29578 Win=63104 Len=0 TSval=3661693668 TSecr=131248919"
"104","17.586196479","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","88","[TCP Dup ACK 63#1] 443  >  48564 [ACK] Seq=29578 Ack=1401 Win=68352 Len=0 TSval=131248924 TSecr=3661693584"
"105","17.586752788","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"106","17.587311132","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"107","17.587329491","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=32338 Win=63104 Len=0 TSval=3661693673 TSecr=131248924"
"108","17.591575938","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","1468","443  >  48564 [ACK] Seq=32338 Ack=1401 Win=68352 Len=1380 TSval=131248929 TSecr=3661693584 [TCP segment of a reassembled PDU]"
"109","17.591786416","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"110","17.591806719","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=35098 Win=63104 Len=0 TSval=3661693677 TSecr=131248929"
"111","17.596184556","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"112","17.596673817","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"113","17.596692868","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=37858 Win=63104 Len=0 TSval=3661693682 TSecr=131248934"
"114","17.601364843","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"115","17.603940135","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"116","17.603988223","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=40618 Win=63104 Len=0 TSval=3661693690 TSecr=131248938"
"117","17.605585802","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"118","17.605613344","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=41998 Win=66944 Len=0 TSval=3661693691 TSecr=131248943"
"119","17.608798934","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"120","17.608817015","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=43378 Win=69632 Len=0 TSval=3661693694 TSecr=131248943"
"121","17.610443759","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"122","17.610477972","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=44758 Win=72448 Len=0 TSval=3661693696 TSecr=131248948"
"123","17.610820523","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"124","17.610839848","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=46138 Win=75264 Len=0 TSval=3661693696 TSecr=131248948"
"125","17.615779060","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"126","17.615812267","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=47518 Win=77952 Len=0 TSval=3661693701 TSecr=131248953"
"127","17.635179288","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TCP","1468","443  >  48564 [ACK] Seq=47518 Ack=1401 Win=68352 Len=1380 TSval=131248972 TSecr=3661693652 [TCP segment of a reassembled PDU]"
"128","17.635216089","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=48898 Win=80768 Len=0 TSval=3661693721 TSecr=131248972"
"129","17.635295484","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"130","17.635302530","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=50278 Win=83456 Len=0 TSval=3661693721 TSecr=131248972"
"131","17.636993873","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"132","17.637014720","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=51658 Win=86272 Len=0 TSval=3661693723 TSecr=131248974"
"133","17.637707200","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"134","17.637719446","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=53038 Win=88960 Len=0 TSval=3661693723 TSecr=131248974"
"135","17.641204523","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"136","17.641250190","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=54418 Win=91776 Len=0 TSval=3661693727 TSecr=131248978"
"137","17.641493137","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"138","17.641515241","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=55798 Win=94592 Len=0 TSval=3661693727 TSecr=131248978"
"139","17.645015681","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"140","17.645048072","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=57178 Win=97280 Len=0 TSval=3661693731 TSecr=131248982"
"141","17.645531404","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"142","17.645559356","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=58558 Win=100096 Len=0 TSval=3661693731 TSecr=131248982"
"143","17.649079460","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"144","17.649134244","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=59938 Win=102784 Len=0 TSval=3661693735 TSecr=131248986"
"145","17.650245150","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"146","17.650265415","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=61318 Win=105600 Len=0 TSval=3661693736 TSecr=131248986"
"147","17.661540366","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","2848","Application Data, Application Data"
"148","17.661540727","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","TLSv1.3","2848","Application Data [TCP segment of a reassembled PDU]"
"149","17.661573641","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=64078 Win=111104 Len=0 TSval=3661693747 TSecr=131248991"
"150","17.661595441","2a00:a041:3c5d:4d00:b981:f170:feac:7cf9","2a03:2880:f258:c8:face:b00c:0:167","TCP","88","48564  >  443 [ACK] Seq=1401 Ack=66838 Win=116608 Len=0 TSval=3661693747 TSecr=131248995"
